n,id,framerate,frames,bitrate,duration,size
52,qpI1-JBD03w,13.0,1040,294792,74.65,2750786
53,Qr-7-6BPATg,30.0,2430,279532,80.966995,2829109
54,QRAx-3YLEQk,12.0,2694,52202,224.53667000000002,1465163
55,qRrCXH9kn1s,25.0,8719,2428926,348.76333999999997,105890066
56,qRvn-bdE40s,30.0,3862,319568,128.7,5141065
57,qUF0-tXmHbw,29.0,6661,2858037,222.26,79403407
58,QvX8-3dmQMk,10.028112,2497,54313,249.7,1695249
59,QXOX-MyiSAo,12.0,499,49525,41.61,257594
60,qYAR-Lt7ohQ,12.0,9705,56369,808.75,5698582
61,R1H5-q7HlbE,30.204546,1329,2920591,44.434,16221693
62,R1PK-ZveiE8,14.877828,13152,183577,884.6439999999999,20300055
63,R2gH-DZrBW8,30.388890000000004,1641,500351,54.778999999999996,3426094
64,r489-_Pi3RI,12.0,1439,51270,119.95333000000001,768757
65,r4nI-oNNmqc,25.07826,2884,266803,115.461,3850676
66,R6AI-X9lb3s,29.0,1244,5999436,41.516666,31134575
67,-rA2g-vHk9g,15.042106,1429,109654,95.26700000000001,1305802
68,RAcL-I9Pap4,25.0,891,272775,35.6,1213849
69,rdj0-LO5ZOI,25.0,14380,303246,575.16,21801876
70,rFfH-kqWNes,12.0,1544,55951,128.68333,900011
71,Rfw7-CoYF1E,25.08257,5468,121349,218.80200000000002,3318942
72,rg0q-pBtwNI,29.0,1545,296355,51.518,1908453
73,Rgl2-80TmpM,29.983576,31033,3975732,1035.546,514631692
74,rHfj-2W8Dmk,29.0,2911,2293029,97.15166500000001,27846449
75,Rhua-bUmwoM,29.979382,2908,295971,97.12299999999999,3593210
76,Rj2Q-mVEkl4,29.0,1302,1134179,43.378997999999996,6149946
77,RJnv-Quxqns,25.0,7287,567260,291.44,20665304
78,RjP7-gspJBM,30.0,2911,549078,97.0,6657576
79,rjyy-CwxroY,29.0,3165,4239784,105.62666000000002,55979284
80,rLP8--I_688,29.0,5478,500866,182.78667,11443972
81,rmZc-VyPjuk,30.0,8213,251247,273.767,8597900
82,ROEr-Qbiess,30.0,16191,301293,539.6669999999999,20324796
83,RrgI-tBu41I,25.0,3725,728391,148.96,13562659
84,RRHV-4IW22M,25.0,3002,695788,120.04,10440302
85,RUZ3-gvmhJc,30.105263,1716,1394502,57.31399999999999,9990564
86,rvVO-VF8uBA,29.0,1613,6000101,53.823333999999996,40368183
87,rx7b-pCRlDw,30.25,1815,799370,60.656000000000006,6060824
88,rx9t-m87eQM,30.0,8468,291254,282.233,10275192
89,S0Fc-JC-dnY,30.0,23370,560236,779.0,54553016
90,s0NC--k0_Jg,30.0,1740,235839,57.967,1708866
91,S5gk-nTmIUI,12.0,2481,56304,206.75,1455124
92,s6Pj-SHVRBg,30.0,1866,342205,62.167,2659237
93,s6QH-x4PjPc,29.0,7080,1153005,236.203,34042916
94,s7D6-lDkMiA,29.0,2107,536730,70.27,4714505
95,S7QxH_c9QEc,25.017326,10107,70369,404.402,3557188
96,sbXi-lJHBZA,25.0,4348,205751,173.88,4472019
97,SCDs-s9drRg,15.0,2712,274423,180.733,6199664
98,scnC-kfv750,12.0,1829,54185,152.41666999999998,1032347
99,Sd4rdz88nUA,29.980625,47969,1112989,1600.575,222677951
