n,id,framerate,frames,bitrate,duration,size
51,Iolv-DIyGlY,29.0,1658,714180,56.649998,5057289
52,IozN-wDQnh0,30.333334000000004,2275,2879202,75.99,27348826
53,ipLk-wkTYjY,25.0,5327,788100,213.04,20987103
54,iq5M-CJAeSc,29.0,4181,254113,139.72,4438087
55,iQY_-sdNxIk,29.0,1265,546779,42.208332,2884832
56,iS1q-FUswXg,30.0,5610,1486332,187.0,34743025
57,Is8h-j2Fcao,12.0,1127,51887,93.94667,609327
58,ispA-ycUBss,25.0,5661,118798,226.4,3362001
59,iTPy-mie0iE,12.0,310129,56007,25844.086,180932007
60,iuFA-FnDAAA,30.355556,1366,437350,45.533,2489234
61,iVFj-qiilDs,20.0,1212,229262,60.6,1736665
62,ivME-8jG9p8,25.0,1776,1152724,71.05167,10237871
63,iWBE-V-S68o,35.0,18275,295721,1037.411,38348027
64,ix3JrAyV4CU,12.0,2576,56363,214.69167000000002,1512594
65,iX9WRbcG8-M,25.0,1692,3004904,67.68,25421490
66,-IXJq-6YEw8,29.0,7264,276221,242.342,8367507
67,IY3I-f_zAmY,48.0,2850,232359,118.471,3440984
68,IYNg-aewROU,25.043062,5234,107451,209.45,2813219
69,iz7Y-TxUFho,12.0,4403,57253,366.92166000000003,2625959
70,izTP1e8vCBA,30.119719,4277,564250,142.709,10065446
71,izUX--BvX0M,29.0,8190,256263,273.24,8752671
72,j1P-GEHUnf0,29.0,2198,2442062,73.35167,22391171
73,j4Pu-GIXAHk,25.0,3086,702539,123.4,10836667
74,j9Js-BGLA3E,30.002603999999998,11521,339761,384.157,16315232
75,Ja-c-6yLFTE,29.0,5759,240353,192.46599999999998,5782494
76,JbFA-r50-cc,25.105263,954,310350,38.16,1480372
77,jBP_-b7qqLc,30.111889,4306,120113,143.543,2155175
78,JCqP-O319tY,12.0,2049,54573,170.75833,1164851
79,jers-tIOetQ,30.033678000000002,11593,1391835,386.9,67312651
80,JF6n-6gfFGs,30.0,8216,884348,273.83299999999997,30270488
81,jfDi-9foZOU,25.0,6435,1150782,257.36,37020679
82,Jhr7-Y_lAwE,29.0,176262,457695,5881.241999999999,336477049
83,jJZL-s3Xc9g,25.0,4482,283074,179.24,6342289
84,jkkv-6qrbXk,29.0,2655,508298,88.478,5621655
85,JkN9-bhUPhk,20.0,16576,256082,828.75,26528495
86,jLuy-7egJ2U,24.0,9954,256804,414.708,13312338
87,JLyd-AXCi-I,12.0,3862,54587,322.2,2198511
88,j_M3-HgfI14,29.0,9750,795456,325.318,32347041
89,jmS8-d3pyNA,29.0,7453,675771,248.416,20984051
90,jmtt-hMgKaU,30.0,5249,827079,174.985,18090818
91,JNs6-GkRJ20,15.016501000000002,4550,208994,303.334,7924375
92,JOaH-JxqtYM,29.0,6330,800451,211.55200000000002,21167150
93,JSg1-KfPdNA,29.0,982,395735,32.732997999999995,1619202
94,JTgs-QhNl38,24.0,6656,2623916,277.6,91049901
95,Jv2e-drVaJo,29.0,3323,485261,110.844,6723535
96,JWnN-_ypD6s,29.994764,5729,2298728,191.06,54899371
97,jwq0-hKIibU,15.0,3870,257055,257.985,8289562
98,JWYt-Bawe7k,12.0,3390,56958,282.54,2011625
99,Jxmp-zim8EA,29.0,15563,2917311,519.29,189366288
